symbol,threshold,cost_pips,trades,coverage,selected_accuracy,mean_net_bps,sum_net_bps,net_win_rate
EURJPY,0.55,0.0,171,0.060659808442710184,0.5964912280701754,1.3776276935974645,235.57433560516643,0.5964912280701754
EURJPY,0.55,1.5,171,0.060659808442710184,0.5964912280701754,0.45227166085147136,77.3384540056016,0.5672514619883041
EURJPY,0.55,3.0,171,0.060659808442710184,0.5964912280701754,-0.4730843718945224,-80.89742759396333,0.543859649122807
EURJPY,0.6,0.0,1,0.000354735721887194,0.0,-159.546327283967,-159.546327283967,0.0
EURJPY,0.6,1.5,1,0.000354735721887194,0.0,-160.43797963465983,-160.43797963465983,0.0
EURJPY,0.6,3.0,1,0.000354735721887194,0.0,-161.32963198535265,-161.32963198535265,0.0
EURJPY,0.65,0.0,0,0.0,,,0.0,
EURJPY,0.65,1.5,0,0.0,,,0.0,
EURJPY,0.65,3.0,0,0.0,,,0.0,
EURJPY,0.7,0.0,0,0.0,,,0.0,
EURJPY,0.7,1.5,0,0.0,,,0.0,
EURJPY,0.7,3.0,0,0.0,,,0.0,
EURNZD,0.5,0.0,1326,1.0,0.5150829562594268,0.4281565017953654,567.7355213806545,0.5135746606334841
EURNZD,0.5,1.5,1326,1.0,0.5150829562594268,-0.3796442951805339,-503.4083354093879,0.4962292609351433
EURNZD,0.5,3.0,1326,1.0,0.5150829562594268,-1.1874450921564332,-1574.5521921994305,0.4683257918552036
EURNZD,0.55,0.0,442,0.3333333333333333,0.5497737556561086,1.7820642352598501,787.6723919848538,0.5475113122171946
EURNZD,0.55,1.5,442,0.3333333333333333,0.5497737556561086,0.976775129130804,431.73460707581535,0.5203619909502263
EURNZD,0.55,3.0,442,0.3333333333333333,0.5497737556561086,0.1714860230017574,75.79682216677676,0.48642533936651583
