task,horizon,bundle,model,accuracy,balanced_accuracy,ba_std,auc,brier,baseline_brier,majority_accuracy,persistence_balanced_accuracy,evaluations,selection_score
direction,4,context,logistic,0.514136791059462,0.5142715084651129,0.010327194833780556,0.5192807382847484,0.250194537933632,0.2500027127771835,0.501442489342705,0.493640256139987,14,0.5091079110482226
direction,4,cot_exploratory,hist_boost,0.514561327035689,0.5148137156679101,0.011426296241787055,0.5236716180946429,0.24993244131450856,0.2500027127771835,0.501442489342705,0.493640256139987,14,0.5091005675470166
direction,4,fomc,hist_boost,0.5143269122694901,0.5144975438327348,0.013039597547038321,0.5234872805434811,0.2498697855686938,0.2500027127771835,0.501442489342705,0.493640256139987,14,0.5079777450592157
direction,4,fomc,logistic,0.5137177637761065,0.5136610681729133,0.011410685821448763,0.5190162927028811,0.25022856246839703,0.2500027127771835,0.501442489342705,0.493640256139987,14,0.507955725262189
direction,4,price,catboost,0.5138022206958175,0.513756990419205,0.011798091755927755,0.5220220585955154,0.24976307541074427,0.2500027127771835,0.501442489342705,0.493640256139987,14,0.5078579445412411
direction,4,price,extra_trees,0.514394513384278,0.5142858138741179,0.012887369815186822,0.5205259088300562,0.24990194769931823,0.2500027127771835,0.501442489342705,0.493640256139987,14,0.5078421289665245
direction,4,price,hist_boost,0.5132586263323792,0.5131501721288184,0.01129990931691963,0.5211986133847286,0.24998038344471757,0.2500027127771835,0.501442489342705,0.493640256139987,14,0.5075002174703586
direction,4,price,xgboost,0.5123709986640455,0.5122681280364494,0.010334005536167899,0.5189208826790763,0.25008538781887796,0.2500027127771835,0.501442489342705,0.493640256139987,14,0.5071011252683655
high_volatility,72,price,catboost,0.6090919032410476,0.5130168784261645,0.014480374617080455,0.5274035311770665,0.2386504631997514,0.23738310593734507,0.6126333014868235,0.5950842345596069,14,0.5057766911176242
high_volatility,72,price,hist_boost,0.6050412573582918,0.512346254407021,0.013288870718531338,0.5243716176705638,0.23974981146835064,0.23738310593734507,0.6126333014868235,0.5950842345596069,14,0.5057018190477554
